Age,Attrition,Travelling Frequency,Department,Education,EducationField,EmployeeCount,Employee Id,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Monthly Income,OverTime,PercentSalaryHike,PerformanceRating,Standard Working Hours,Total Experience,Total Trainings Last Year,WorkLifeBalance, Years In Current Company,YearsInCurrentRole,YearsSinceLastPromotion
33,No,Travel_Rarely,Research & Development,3,Medical,1,252,Female,72,1,Research Scientist,2,Married,4673,No,13,3,80,8,5,3,8,7,1
40,No,Travel_Rarely,Research & Development,1,Medical,1,253,Female,46,5,Manager,3,Married,6499,No,14,3,80,21,2,3,20,8,9
55,No,Travel_Rarely,Research & Development,4,Medical,1,254,Male,61,5,Research Director,2,Single,13339,No,11,3,80,36,3,3,24,15,2
34,No,Travel_Frequently,Research & Development,1,Life Sciences,1,256,Male,45,2,Manufacturing Director,3,Married,14074,No,17,3,80,10,2,2,10,9,1
51,No,Travel_Rarely,Research & Development,3,Medical,1,258,Female,98,4,Healthcare Representative,2,Single,7192,No,18,3,80,21,6,3,7,7,1
52,No,Travel_Rarely,Research & Development,4,Life Sciences,1,259,Male,65,5,Manager,3,Married,5678,No,14,3,80,34,5,3,33,18,11
27,No,Travel_Rarely,Research & Development,3,Medical,1,260,Female,99,1,Research Scientist,2,Single,11781,No,16,3,80,7,2,2,7,7,0
35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,261,Male,50,2,Manufacturing Director,3,Married,15497,Yes,13,3,80,8,1,3,1,0,0
43,No,Non-Travel,Research & Development,3,Medical,1,262,Male,37,1,Research Scientist,4,Divorced,5228,No,14,3,80,7,3,4,5,4,2
45,No,Non-Travel,Research & Development,2,Medical,1,264,Male,65,4,Manager,4,Married,20462,No,23,4,80,22,1,3,20,8,11
37,No,Travel_Rarely,Research & Development,3,Life Sciences,1,267,Male,65,1,Research Scientist,1,Married,22977,Yes,12,3,80,8,3,2,8,7,1
35,No,Travel_Frequently,Research & Development,3,Medical,1,269,Female,37,2,Laboratory Technician,2,Single,15986,No,11,3,80,10,5,3,6,2,1
42,No,Non-Travel,Research & Development,2,Medical,1,270,Female,36,2,Manufacturing Director,3,Divorced,16439,No,16,3,80,11,5,3,5,3,0
38,No,Travel_Rarely,Research & Development,4,Life Sciences,1,271,Male,88,2,Manufacturing Director,3,Married,7259,No,14,3,80,14,3,3,1,0,0
38,No,Travel_Rarely,Research & Development,3,Technical Degree,1,273,Male,54,2,Manufacturing Director,4,Married,4185,No,18,3,80,9,3,1,7,7,1
27,No,Travel_Frequently,Research & Development,1,Technical Degree,1,274,Male,60,2,Manufacturing Director,1,Married,9679,No,19,3,80,6,1,3,2,2,2
49,No,Non-Travel,Research & Development,4,Life Sciences,1,275,Male,92,2,Manufacturing Director,4,Divorced,23793,Yes,15,3,80,7,0,3,7,7,1
34,No,Travel_Frequently,Research & Development,4,Medical,1,277,Male,43,1,Research Scientist,3,Divorced,5972,Yes,17,3,80,5,4,4,5,3,2
40,No,Travel_Rarely,Research & Development,2,Medical,1,281,Male,99,2,Laboratory Technician,4,Married,16523,Yes,15,3,80,15,2,4,7,2,3
38,Yes,Travel_Rarely,Research & Development,1,Medical,1,282,Male,70,2,Healthcare Representative,1,Married,11354,Yes,19,3,80,17,2,3,1,0,0
29,Yes,Travel_Rarely,Sales,3,Marketing,1,283,Female,35,3,Sales Executive,4,Married,24525,No,22,4,80,10,3,2,10,4,1
22,No,Travel_Rarely,Research & Development,3,Life Sciences,1,284,Male,60,1,Research Scientist,2,Divorced,12392,Yes,16,3,80,4,2,2,4,2,2
36,No,Travel_Frequently,Research & Development,1,Medical,1,286,Female,73,1,Laboratory Technician,4,Single,7703,No,13,3,80,8,2,3,8,1,1
40,No,Non-Travel,Research & Development,5,Life Sciences,1,287,Male,63,2,Healthcare Representative,4,Married,14242,No,14,3,80,5,5,1,3,2,0
46,No,Travel_Rarely,Research & Development,4,Medical,1,288,Male,97,3,Healthcare Representative,1,Divorced,12368,No,16,3,80,17,3,3,4,2,0
32,Yes,Travel_Rarely,Sales,4,Medical,1,291,Male,32,3,Sales Executive,4,Married,25812,No,11,3,80,14,2,2,14,8,9
30,No,Non-Travel,Research & Development,1,Life Sciences,1,292,Male,88,3,Manufacturing Director,3,Single,20925,No,22,4,80,12,2,3,11,8,5
27,No,Travel_Frequently,Sales,3,Life Sciences,1,293,Female,90,2,Sales Executive,3,Single,12916,No,14,3,80,7,2,3,7,7,0
51,No,Travel_Rarely,Research & Development,4,Life Sciences,1,296,Male,81,3,Research Director,2,Married,15736,No,16,3,80,16,5,1,10,9,4
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,1,297,Female,88,1,Research Scientist,1,Single,8556,Yes,11,3,80,8,5,3,5,2,0
41,No,Travel_Rarely,Sales,3,Life Sciences,1,298,Female,75,3,Manager,4,Single,14674,Yes,18,3,80,16,3,3,1,0,0
30,Yes,Travel_Frequently,Sales,4,Marketing,1,299,Female,52,2,Sales Executive,1,Single,22967,No,15,3,80,9,5,2,6,3,0
29,Yes,Travel_Rarely,Research & Development,3,Technical Degree,1,300,Male,85,1,Research Scientist,3,Single,19757,No,14,3,80,7,1,2,6,2,1
45,No,Non-Travel,Sales,3,Medical,1,302,Female,57,3,Sales Executive,4,Single,16840,No,12,3,80,23,2,3,19,7,12
54,No,Travel_Rarely,Sales,3,Marketing,1,303,Female,52,2,Sales Executive,1,Married,17011,No,14,3,80,16,4,3,6,2,0
36,No,Travel_Rarely,Research & Development,2,Life Sciences,1,304,Male,62,2,Laboratory Technician,2,Single,9945,No,16,3,80,16,3,4,13,11,3
33,No,Travel_Rarely,Research & Development,4,Medical,1,305,Female,47,1,Research Scientist,2,Married,13248,No,21,4,80,7,3,3,3,2,1
37,No,Travel_Frequently,Research & Development,3,Other,1,306,Male,47,3,Research Director,4,Divorced,10056,Yes,14,3,80,10,1,3,10,8,0
38,No,Travel_Rarely,Sales,3,Life Sciences,1,307,Male,76,3,Sales Executive,3,Divorced,9647,No,12,3,80,17,6,2,16,10,5
31,No,Non-Travel,Research & Development,4,Medical,1,308,Male,90,2,Manufacturing Director,3,Married,4381,No,12,3,80,6,2,3,5,4,1
59,No,Travel_Rarely,Research & Development,3,Life Sciences,1,309,Male,70,1,Research Scientist,4,Married,8456,No,17,3,80,7,6,3,1,0,0
37,No,Travel_Frequently,Sales,4,Marketing,1,311,Male,41,1,Sales Representative,4,Divorced,2539,No,17,3,80,13,2,3,9,8,5
29,No,Travel_Frequently,Sales,1,Medical,1,312,Female,42,3,Sales Executive,4,Married,6599,No,14,3,80,11,5,3,11,10,4
35,No,Travel_Frequently,Sales,3,Marketing,1,314,Female,92,3,Sales Executive,3,Single,9096,No,14,3,80,10,3,4,10,7,0
29,Yes,Travel_Rarely,Research & Development,1,Medical,1,315,Male,86,1,Research Scientist,4,Single,14961,Yes,13,3,80,4,3,2,4,3,0
52,No,Travel_Rarely,Research & Development,3,Life Sciences,1,316,Female,89,1,Laboratory Technician,4,Single,3300,No,15,3,80,6,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,Technical Degree,1,319,Male,58,5,Manager,4,Married,4933,No,11,3,80,22,3,3,22,17,11
59,No,Travel_Rarely,Human Resources,2,Medical,1,321,Male,52,1,Human Resources,3,Married,25657,No,17,3,80,7,2,2,2,2,2
50,No,Travel_Rarely,Sales,4,Medical,1,323,Female,68,5,Manager,4,Divorced,24118,No,11,3,80,32,3,2,7,0,0
33,Yes,Travel_Rarely,Research & Development,3,Medical,1,325,Male,58,1,Laboratory Technician,4,Married,22149,Yes,13,3,80,8,2,1,5,4,0
43,No,Travel_Rarely,Sales,3,Marketing,1,327,Female,80,4,Manager,4,Married,7744,Yes,22,4,80,22,3,3,17,13,1
33,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,328,Female,39,1,Laboratory Technician,1,Married,21509,No,20,4,80,13,3,4,9,7,1
52,No,Non-Travel,Sales,4,Life Sciences,1,329,Male,79,5,Manager,3,Single,21030,Yes,18,3,80,33,2,4,33,7,15
32,No,Travel_Rarely,Sales,2,Life Sciences,1,330,Female,56,1,Sales Representative,2,Married,20990,No,11,3,80,6,5,3,4,3,1
32,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,331,Male,62,1,Laboratory Technician,3,Single,9571,Yes,14,3,80,4,2,1,3,2,1
39,No,Travel_Rarely,Research & Development,4,Medical,1,332,Female,96,1,Laboratory Technician,3,Divorced,15417,No,14,3,80,7,1,3,3,2,1
32,No,Non-Travel,Sales,4,Marketing,1,333,Male,100,2,Sales Executive,4,Married,12069,No,18,3,80,4,2,3,3,2,2
41,No,Travel_Rarely,Research & Development,2,Life Sciences,1,334,Male,36,2,Research Scientist,1,Divorced,19877,No,16,3,80,17,2,2,1,0,0
40,No,Travel_Rarely,Research & Development,2,Technical Degree,1,335,Male,62,2,Research Scientist,4,Divorced,24447,No,17,3,80,9,3,3,9,8,4
45,No,Travel_Rarely,Research & Development,3,Other,1,336,Male,70,5,Manager,4,Married,15970,No,11,3,80,25,2,3,24,0,1
31,No,Travel_Frequently,Research & Development,4,Medical,1,337,Male,73,3,Research Director,3,Divorced,13523,No,12,3,80,9,3,3,2,2,2
33,No,Travel_Rarely,Research & Development,4,Life Sciences,1,338,Female,63,1,Research Scientist,4,Married,14776,No,13,3,80,2,2,2,2,2,0
34,No,Travel_Rarely,Research & Development,4,Life Sciences,1,339,Male,84,2,Manufacturing Director,1,Married,23687,No,13,3,80,13,3,3,11,9,5
37,No,Travel_Rarely,Research & Development,2,Medical,1,340,Female,83,1,Research Scientist,1,Married,18697,No,14,3,80,17,2,2,3,1,0
45,No,Travel_Frequently,Research & Development,4,Life Sciences,1,341,Male,77,2,Manufacturing Director,3,Married,5118,No,17,3,80,9,1,3,3,2,0
37,Yes,Travel_Frequently,Research & Development,3,Medical,1,342,Male,61,3,Manufacturing Director,3,Divorced,22573,No,11,3,80,17,5,3,1,0,0
39,No,Travel_Frequently,Research & Development,4,Technical Degree,1,343,Female,64,3,Healthcare Representative,3,Single,6420,No,25,4,80,20,1,3,19,6,11
29,No,Travel_Rarely,Research & Development,3,Life Sciences,1,346,Male,60,1,Research Scientist,4,Single,22673,No,19,3,80,6,1,3,6,5,1
42,No,Travel_Rarely,Research & Development,2,Life Sciences,1,347,Female,82,2,Research Scientist,1,Single,23016,Yes,13,3,80,10,1,3,3,2,0
29,No,Travel_Rarely,Sales,2,Marketing,1,349,Male,45,2,Sales Executive,4,Divorced,10732,No,14,3,80,10,2,3,3,2,0
25,No,Travel_Rarely,Research & Development,3,Life Sciences,1,350,Female,62,2,Manufacturing Director,3,Married,7505,No,12,3,80,5,3,3,4,2,1
42,No,Travel_Rarely,Research & Development,3,Medical,1,351,Female,56,1,Laboratory Technician,1,Divorced,8007,Yes,11,3,80,10,4,3,9,6,7
40,No,Travel_Rarely,Research & Development,2,Medical,1,352,Male,49,5,Research Director,3,Divorced,5949,No,19,3,80,22,5,3,21,7,3
51,No,Travel_Rarely,Research & Development,3,Life Sciences,1,353,Male,96,1,Research Scientist,4,Married,23231,No,11,3,80,1,0,2,1,0,0
31,Yes,Travel_Frequently,Research & Development,2,Medical,1,355,Male,71,1,Laboratory Technician,2,Single,11652,No,11,3,80,6,2,4,5,4,1
32,No,Travel_Frequently,Research & Development,3,Life Sciences,1,359,Male,100,1,Laboratory Technician,2,Married,26062,No,20,4,80,5,3,1,5,1,0
38,No,Non-Travel,Sales,2,Life Sciences,1,361,Male,39,2,Sales Executive,4,Married,19682,No,18,3,80,13,0,3,8,7,7
32,No,Travel_Rarely,Research & Development,1,Technical Degree,1,362,Male,84,2,Laboratory Technician,1,Single,19737,No,13,3,80,9,5,3,6,2,0
46,No,Travel_Rarely,Sales,3,Technical Degree,1,363,Female,75,4,Manager,2,Married,14977,Yes,12,3,80,28,2,2,7,7,7
28,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,364,Male,79,1,Laboratory Technician,3,Single,14935,No,11,3,80,5,5,1,0,0,0
29,No,Travel_Rarely,Sales,3,Medical,1,366,Male,78,2,Sales Executive,2,Married,3687,No,19,3,80,10,2,3,0,0,0
31,No,Travel_Rarely,Research & Development,3,Medical,1,367,Male,64,2,Healthcare Representative,4,Married,14408,No,21,4,80,10,2,3,9,0,7
25,No,Non-Travel,Research & Development,2,Life Sciences,1,369,Male,85,2,Healthcare Representative,1,Divorced,18384,No,12,3,80,6,2,3,6,3,1
45,No,Travel_Rarely,Research & Development,2,Medical,1,372,Male,79,4,Healthcare Representative,4,Married,7501,Yes,14,3,80,21,2,3,20,7,4
36,No,Travel_Rarely,Research & Development,3,Life Sciences,1,373,Male,47,1,Laboratory Technician,4,Married,20251,No,11,3,80,16,4,3,15,13,10
55,No,Travel_Rarely,Research & Development,3,Medical,1,374,Male,81,5,Manager,1,Single,18938,Yes,14,3,80,37,2,3,36,10,4
47,Yes,Non-Travel,Research & Development,4,Life Sciences,1,376,Male,88,3,Manager,2,Married,10268,Yes,12,3,80,10,2,2,10,7,9
28,No,Travel_Rarely,Research & Development,3,Medical,1,377,Male,94,1,Research Scientist,4,Married,2613,No,23,4,80,5,3,2,5,2,0
37,No,Travel_Rarely,Sales,4,Medical,1,378,Male,98,2,Sales Executive,4,Married,22825,No,14,3,80,7,5,4,5,4,0
21,No,Travel_Rarely,Research & Development,2,Medical,1,379,Male,100,1,Research Scientist,3,Single,10531,No,17,3,80,3,4,4,3,2,1
37,No,Non-Travel,Research & Development,4,Medical,1,380,Female,80,3,Research Director,4,Divorced,11677,Yes,18,3,80,15,2,3,5,2,0
35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,381,Female,71,3,Manager,2,Divorced,19100,No,18,3,80,10,6,2,7,7,6
38,No,Travel_Rarely,Sales,2,Medical,1,382,Female,44,2,Sales Executive,1,Divorced,19191,Yes,24,4,80,8,3,3,8,0,7
26,No,Travel_Frequently,Research & Development,3,Life Sciences,1,384,Female,84,2,Manufacturing Director,2,Divorced,26767,No,20,4,80,6,6,1,6,5,1
50,No,Travel_Rarely,Research & Development,1,Life Sciences,1,385,Male,96,5,Research Director,2,Divorced,15815,No,14,3,80,28,4,2,10,4,1
53,No,Travel_Rarely,Research & Development,4,Medical,1,386,Male,45,4,Research Director,3,Married,21016,Yes,16,3,80,21,5,2,5,3,1
42,No,Travel_Rarely,Sales,1,Life Sciences,1,387,Male,99,2,Sales Executive,3,Married,24532,No,25,4,80,20,3,3,20,16,11
29,No,Travel_Frequently,Sales,2,Life Sciences,1,388,Male,44,2,Sales Executive,4,Single,20260,No,18,3,80,10,3,2,10,7,0
55,No,Travel_Rarely,Research & Development,2,Technical Degree,1,389,Male,37,2,Laboratory Technician,4,Married,15972,Yes,19,3,80,12,4,3,10,7,0
26,No,Travel_Frequently,Research & Development,2,Medical,1,390,Male,60,2,Healthcare Representative,1,Married,22722,Yes,13,3,80,5,3,3,5,3,3
37,No,Travel_Rarely,Research & Development,3,Life Sciences,1,391,Female,42,1,Research Scientist,4,Single,15881,No,12,3,80,17,3,3,17,12,5
44,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,392,Male,43,1,Laboratory Technician,3,Divorced,19920,Yes,22,4,80,19,0,1,1,0,0
38,No,Travel_Rarely,Research & Development,4,Life Sciences,1,393,Male,82,2,Healthcare Representative,4,Divorced,18899,No,14,3,80,10,2,3,2,2,1
26,Yes,Travel_Rarely,Research & Development,4,Medical,1,394,Male,45,1,Laboratory Technician,2,Divorced,14180,Yes,13,3,80,5,2,3,3,2,0
28,No,Travel_Rarely,Research & Development,2,Life Sciences,1,395,Female,66,1,Research Scientist,4,Single,4488,No,21,4,80,5,3,3,5,3,0
49,No,Travel_Frequently,Research & Development,4,Life Sciences,1,396,Female,35,5,Research Director,1,Single,25594,Yes,11,3,80,22,4,3,3,2,1
36,No,Travel_Rarely,Research & Development,3,Technical Degree,1,397,Male,30,2,Research Scientist,2,Single,26285,No,12,3,80,10,2,3,8,0,7
31,No,Travel_Frequently,Sales,3,Marketing,1,399,Female,84,1,Sales Representative,2,Divorced,3909,No,11,3,80,2,5,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,Marketing,1,401,Male,48,2,Sales Executive,4,Single,8450,Yes,12,3,80,8,0,3,8,7,7
37,No,Travel_Frequently,Research & Development,3,Medical,1,403,Male,53,1,Research Scientist,4,Married,11411,Yes,12,3,80,4,3,2,4,2,1
42,No,Travel_Frequently,Sales,3,Marketing,1,404,Female,77,4,Sales Executive,2,Married,14864,No,14,3,80,23,2,4,20,4,4
18,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,405,Male,54,1,Laboratory Technician,3,Single,25233,No,13,3,80,0,2,3,0,0,0
35,No,Travel_Rarely,Sales,3,Marketing,1,406,Male,96,3,Sales Executive,2,Married,5100,No,15,3,80,12,3,2,11,9,6
36,No,Travel_Frequently,Research & Development,4,Life Sciences,1,407,Male,81,1,Laboratory Technician,4,Married,7122,No,18,3,80,4,2,3,1,0,0
51,No,Travel_Rarely,Research & Development,3,Medical,1,408,Male,84,2,Manufacturing Director,2,Divorced,16321,No,18,3,80,13,3,3,4,1,1
41,No,Travel_Rarely,Sales,4,Life Sciences,1,410,Male,88,4,Manager,2,Single,15896,No,19,3,80,22,2,3,22,10,0
18,No,Travel_Rarely,Sales,3,Medical,1,411,Female,69,1,Sales Representative,3,Single,9724,No,12,3,80,0,2,3,0,0,0
28,No,Travel_Rarely,Research & Development,2,Medical,1,412,Male,68,2,Healthcare Representative,1,Single,4824,No,19,3,80,9,2,3,8,3,0
31,No,Travel_Rarely,Sales,3,Technical Degree,1,416,Male,100,2,Sales Executive,4,Married,12241,No,11,3,80,10,3,2,8,7,7
39,No,Travel_Rarely,Research & Development,3,Medical,1,417,Male,48,3,Healthcare Representative,4,Divorced,10942,No,17,3,80,19,5,2,18,10,3
36,No,Non-Travel,Research & Development,4,Life Sciences,1,419,Female,47,2,Laboratory Technician,2,Married,6927,No,15,3,80,11,3,3,9,8,0
32,No,Travel_Rarely,Sales,3,Life Sciences,1,420,Male,91,2,Sales Executive,3,Married,16985,No,14,3,80,13,3,2,13,8,4
38,No,Travel_Rarely,Research & Development,2,Life Sciences,1,421,Female,81,3,Research Director,2,Married,26707,No,17,3,80,19,2,3,10,8,0
58,No,Non-Travel,Research & Development,4,Life Sciences,1,422,Male,32,2,Healthcare Representative,3,Divorced,17056,Yes,13,3,80,12,2,3,5,3,1
31,No,Travel_Rarely,Research & Development,4,Technical Degree,1,423,Male,86,1,Research Scientist,4,Married,10077,Yes,12,3,80,6,4,3,5,2,0
31,No,Travel_Rarely,Human Resources,3,Human Resources,1,424,Male,62,2,Human Resources,1,Married,17822,No,12,3,80,9,1,3,2,2,1
45,No,Travel_Frequently,Research & Development,3,Life Sciences,1,425,Male,97,3,Laboratory Technician,1,Divorced,20308,No,18,3,80,24,2,3,24,9,9
31,No,Travel_Rarely,Research & Development,4,Life Sciences,1,426,Male,32,1,Research Scientist,4,Divorced,7747,Yes,18,3,80,3,2,1,2,2,2
33,No,Travel_Frequently,Research & Development,4,Life Sciences,1,428,Female,74,3,Manager,2,Married,23364,No,11,3,80,12,2,3,10,6,8
39,No,Travel_Rarely,Research & Development,1,Medical,1,429,Male,99,4,Manager,1,Married,5355,Yes,14,3,80,21,3,3,21,9,11
43,No,Travel_Frequently,Research & Development,4,Life Sciences,1,430,Female,33,1,Laboratory Technician,4,Single,10675,No,19,3,80,9,5,3,8,7,1
49,No,Travel_Rarely,Research & Development,2,Technical Degree,1,431,Female,90,4,Healthcare Representative,3,Single,17810,Yes,12,3,80,25,2,3,7,1,0
52,Yes,Travel_Rarely,Research & Development,4,Medical,1,433,Male,85,2,Research Scientist,2,Married,17747,No,15,3,80,11,3,2,8,2,7
27,No,Travel_Rarely,Research & Development,3,Life Sciences,1,434,Female,85,1,Research Scientist,2,Single,20938,Yes,12,3,80,4,2,2,4,3,1
32,No,Travel_Rarely,Sales,2,Technical Degree,1,436,Female,65,2,Sales Executive,2,Married,24624,Yes,11,3,80,13,2,3,13,12,11
27,No,Travel_Rarely,Sales,3,Life Sciences,1,437,Male,74,2,Sales Executive,3,Single,5242,Yes,11,3,80,5,3,3,5,4,0
31,No,Travel_Rarely,Sales,3,Marketing,1,438,Male,73,2,Sales Executive,4,Divorced,7143,No,12,3,80,13,3,3,7,7,1
32,No,Travel_Rarely,Research & Development,4,Medical,1,439,Female,74,2,Research Scientist,4,Single,10557,No,16,3,80,10,0,2,7,7,0
28,Yes,Travel_Rarely,Research & Development,4,Medical,1,440,Male,84,1,Research Scientist,4,Married,24737,Yes,13,3,80,5,4,2,3,2,2
30,No,Travel_Rarely,Research & Development,2,Medical,1,441,Female,64,2,Research Scientist,4,Married,11934,No,13,3,80,11,2,3,10,8,1
31,No,Travel_Frequently,Research & Development,2,Life Sciences,1,442,Female,48,3,Manufacturing Director,3,Married,14034,No,24,4,80,10,2,3,10,9,8
39,No,Travel_Frequently,Research & Development,2,Medical,1,444,Male,54,5,Manager,4,Married,21141,No,15,3,80,21,2,3,21,9,13
39,Yes,Travel_Rarely,Sales,2,Medical,1,445,Female,41,2,Sales Executive,3,Married,17778,Yes,18,3,80,12,3,2,1,0,0
33,No,Travel_Frequently,Sales,3,Marketing,1,446,Male,46,2,Sales Executive,4,Single,4317,No,14,3,80,9,6,2,7,7,0
47,No,Travel_Rarely,Research & Development,5,Life Sciences,1,447,Male,42,5,Research Director,3,Married,16375,No,11,3,80,21,2,3,3,2,1
43,No,Travel_Frequently,Research & Development,4,Life Sciences,1,448,Female,82,2,Laboratory Technician,3,Divorced,6227,No,11,3,80,9,3,4,9,7,0
27,No,Non-Travel,Sales,1,Marketing,1,449,Male,73,2,Sales Executive,2,Married,22107,Yes,13,3,80,6,0,3,5,4,1
54,No,Travel_Frequently,Research & Development,4,Life Sciences,1,450,Female,31,2,Research Scientist,3,Single,16885,No,12,3,80,20,4,2,4,3,0
43,No,Travel_Rarely,Research & Development,3,Life Sciences,1,451,Female,43,3,Healthcare Representative,1,Married,9262,No,16,3,80,10,1,2,1,0,0
45,No,Travel_Rarely,Research & Development,4,Other,1,452,Male,75,2,Research Scientist,4,Married,9278,No,14,3,80,12,3,3,10,9,9
40,No,Travel_Rarely,Sales,2,Medical,1,453,Male,57,2,Sales Executive,4,Married,13273,Yes,22,4,80,6,2,2,4,3,0
29,Yes,Travel_Rarely,Research & Development,4,Other,1,454,Male,77,1,Laboratory Technician,1,Married,4759,Yes,11,3,80,7,4,2,7,7,0
29,No,Travel_Rarely,Research & Development,5,Other,1,455,Male,30,1,Laboratory Technician,4,Single,7621,No,17,3,80,4,2,3,3,2,2
30,No,Travel_Rarely,Sales,3,Marketing,1,456,Female,30,2,Sales Executive,3,Divorced,5431,No,13,3,80,10,2,3,10,9,1
27,No,Travel_Rarely,Sales,4,Marketing,1,458,Female,56,2,Sales Executive,2,Married,3415,No,18,3,80,8,3,3,8,7,0
37,No,Travel_Rarely,Research & Development,2,Medical,1,460,Male,61,2,Manufacturing Director,4,Divorced,23177,No,16,3,80,8,2,2,6,2,0
38,No,Travel_Rarely,Research & Development,2,Life Sciences,1,461,Male,92,3,Research Director,4,Divorced,15682,Yes,14,3,80,12,3,3,11,10,2
31,No,Travel_Rarely,Research & Development,4,Medical,1,462,Female,39,3,Manufacturing Director,4,Single,25713,Yes,14,3,80,11,2,2,11,9,4
29,No,Travel_Rarely,Sales,1,Marketing,1,463,Female,39,2,Sales Executive,2,Divorced,11866,Yes,14,3,80,7,2,3,7,7,1
35,No,Travel_Rarely,Research & Development,4,Technical Degree,1,464,Male,62,3,Manufacturing Director,2,Single,18264,No,13,3,80,17,5,3,16,6,0
23,No,Travel_Rarely,Research & Development,1,Life Sciences,1,465,Male,83,1,Research Scientist,4,Divorced,16092,No,12,3,80,4,2,2,4,2,0
41,No,Travel_Rarely,Research & Development,3,Medical,1,466,Male,95,2,Manufacturing Director,2,Single,10110,Yes,15,3,80,8,3,3,5,4,1
